item_id,exam,topic,difficulty,proposed_bloom_level,confidence,rule,stem_excerpt,reason
472e70a0-6c6b-4374-8df6-e33418e305f3,Foundation Science — Class 6,Biology,2,K1,medium,recall,Plants such as the water hyacinth float on the surface of a pond. Which feature keeps them afloat?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
0ce28fec-2be3-4027-9684-4532ff88bdc0,Foundation Science — Class 6,Biology,2,K2,medium,classify-scenario,"Water taken in by the roots escapes from the plant as water vapour, mostly through the leaves. What is this loss of wat…",A concrete situation is described and the learner has to name the concept it is an instance of. Classifying an example under a taught idea is K2 Understanding.
2f0682a9-6543-4ed8-a2dc-9194cc71db3a,Foundation Science — Class 6,Biology,2,K2,medium,classify-scenario,"An amoeba carries out all its life activities within one single cell, while a mango tree is built from countless cells.…",A concrete situation is described and the learner has to name the concept it is an instance of. Classifying an example under a taught idea is K2 Understanding.
fedf0e48-af63-4649-9afb-883cf38fb7d1,Foundation Science — Class 6,Biology,3,K2,medium,classify-scenario,"Food that has entered the blood is carried to every cell, where it is used for energy, growth and repair. What is this …",A concrete situation is described and the learner has to name the concept it is an instance of. Classifying an example under a taught idea is K2 Understanding.
b8ecd4ba-21fb-4f0d-873e-bd2306d674c6,Foundation Science — Class 6,Biology,2,K2,medium,explain,A learner takes about 15 breaths a minute while sitting quietly. After two minutes of fast skipping the rate rises to a…,"A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
2c2fef98-ccdd-43e1-9cab-e1a851408961,Foundation Science — Class 6,Biology,2,K2,medium,explain,"When two fingers are pressed gently on the wrist, a regular throbbing can be felt. What causes this pulse?","A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
64e0a12d-13fa-4700-b515-b786c91f6d2a,Foundation Science — Class 6,Biology,1,K2,medium,explain,"A camel has broad, flat, padded feet. How does this help it in the desert?","A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
cd322ef6-0f91-4977-99ed-709d96d279ca,Foundation Science — Class 6,Biology,3,K2,medium,explain,"Trees that grow high on snowy mountains, such as the pine, are cone shaped with branches that slope downwards. How does…","A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
36a61987-8a4f-4437-a564-3846b7d6ff75,Foundation Science — Class 6,Biology,3,K4,low,multi-cue-inference,"The flowers of maize are small and dull green, with no scent and no nectar. They make huge amounts of light, dry pollen…","Two or more separate observations are set out BEFORE the question, and the answer follows only from reading them together. Breaking a described case into its cues is K4 Analyzing — but this rule fires on sentence shape, so it is the one most worth a reviewer's eye."
5fd7cdaf-e505-40bd-84ea-012e3847b638,Foundation Science — Class 6,Biology,2,K4,medium,contrast,Which of these is present in a plant cell but never in an animal cell?,"Turns on separating two cases from each other — what holds in one and not the other. That is a comparison, not a single recalled fact (K4 Analyzing)."
f248df04-c596-4036-86a9-46ea1e2c1dc9,Foundation Science — Class 6,Chemistry,1,K1,medium,recall,"Which gas makes up about one-fifth of the air, and is needed both for breathing and for burning?","Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
914cf48f-3a2e-4469-899d-81e680d40f6a,Foundation Science — Class 6,Chemistry,1,K1,medium,recall,Chemistry is the branch of science that mainly studies which of these?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
b480788e-270f-4d25-896a-2e6f5167ed33,Foundation Science — Class 6,Chemistry,1,K1,medium,recall,Alchemy is often called the beginning of chemistry. What was one well known aim of the alchemists?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
4d33b46d-3e2f-4cb5-b134-fe400bfc2d1b,Foundation Science — Class 6,Chemistry,2,K1,medium,recall,Chemistry helps us in daily life in many ways. Which of these is the clearest example of chemistry at work in a hospita…,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
a0a6aae4-c27f-4f98-a9f9-9fc2665cbf0d,Foundation Science — Class 6,Chemistry,2,K1,medium,recall,People speak of a dark side of chemistry. Which of these is an example of it?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
6973edb0-a282-4737-8afa-d113c96c979e,Foundation Science — Class 6,Chemistry,1,K1,medium,recall,You need to measure out exactly 25 mL of water. Which piece of apparatus should you use?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
9cdd698c-ea1d-4a90-9361-cdbc79e7f9c0,Foundation Science — Class 6,Chemistry,1,K1,medium,recall,"In a chemistry laboratory, what is a Bunsen burner used for?","Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
b9c22de3-15c4-4e6c-9774-cefc4e4fde1c,Foundation Science — Class 6,Chemistry,2,K1,medium,recall,"While a liquid is being heated in a test tube, where should the open mouth of the test tube point?","Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
3f067d78-1e4d-42e7-a477-9546a775d4e8,Foundation Science — Class 6,Chemistry,1,K1,medium,recall,Which of these must never be done in a chemistry laboratory?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
074816f5-ee0b-4160-af11-9367f4cceddb,Foundation Science — Class 6,Chemistry,1,K1,medium,recall,What do we mean by matter?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
9ba4f643-8bde-4801-80aa-1e5b7518bf69,Foundation Science — Class 6,Chemistry,2,K1,medium,recall,A small amount of gas is let into a large empty jar and the lid is closed. What will the gas do?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
ce5ecc0f-1b8f-4d32-ad29-34160af01e7f,Foundation Science — Class 6,Chemistry,1,K1,medium,recall,Which of these is the correct symbol for the element sodium?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
d7a4e534-9709-43bf-8477-0ccb90a7bda7,Foundation Science — Class 6,Chemistry,2,K1,medium,recall,"Which of these substances is an element, that is, made of only one kind of atom?","Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
e9121292-14b5-4c1a-9576-5db0021e516a,Foundation Science — Class 6,Chemistry,2,K1,medium,recall,Two oxygen atoms join together to form one molecule of oxygen gas. Which statement about that molecule is correct?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
15fb93b0-6efb-415d-8f3e-9441caf30f47,Foundation Science — Class 6,Chemistry,1,K1,medium,recall,Which of these is a mixture?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
7be22876-ab34-42a5-b24c-c8a4525c19c2,Foundation Science — Class 6,Chemistry,2,K1,medium,recall,"In coastal parts of Tamil Nadu, sea water is let into shallow pans to obtain common salt. How is the salt actually obta…","Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
e25c0051-ce61-4c72-9882-1774f98f62df,Foundation Science — Class 6,Chemistry,2,K1,medium,recall,Which of these would help to reduce air pollution in a busy city?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
d0beabf6-4255-4e82-8528-f11d2caa6e72,Foundation Science — Class 6,Chemistry,3,K1,medium,recall,"Living things breathe out carbon dioxide all day long, yet the amount of oxygen in the air stays nearly the same. What …","Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
11793247-4cd6-477e-ab29-3f43b2ace071,Foundation Science — Class 6,Chemistry,1,K1,medium,recall,Water is often called the universal solvent. What does this mean?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
8b07e603-2b6c-4f6e-8f0b-4d1b7e2f1420,Foundation Science — Class 6,Chemistry,2,K1,medium,recall,"Sugar dissolves faster in hot water, and faster still when the water is stirred. Which of these would also make it diss…","Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
9719c8fc-6a3b-40f5-ab6f-8745a8da8cdb,Foundation Science — Class 6,Chemistry,3,K1,medium,recall,"Nearly every liquid shrinks when it turns into a solid, but water behaves oddly. What happens when water freezes?","Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
9f7cb9c4-8dff-4a46-b33e-4ee3755772d4,Foundation Science — Class 6,Chemistry,3,K2,medium,classify-scenario,"Camphor mixed with sand can be separated by warming the mixture gently, because the camphor changes straight from a sol…",A concrete situation is described and the learner has to name the concept it is an instance of. Classifying an example under a taught idea is K2 Understanding.
d1f10484-9d89-4951-827f-706b56c92e7d,Foundation Science — Class 6,Chemistry,2,K2,medium,explain,An agarbatti is lit in one corner of a room and soon its smell reaches every corner. What does this tell us about the p…,"A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
0184f94d-3d4e-42c3-b45d-b59ebcb75d1c,Foundation Science — Class 6,Chemistry,3,K2,medium,explain,A metal lid is stuck tight on a glass jar. Dipping only the lid in hot water makes the jar easy to open. Why does this …,"A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
10a47588-965b-4039-83c3-f9f294b70cb6,Foundation Science — Class 6,Chemistry,2,K2,medium,explain,"The formula of water is written as H2O, with a small 2 just after the H. What does this tell us about one molecule of w…","A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
fe32029e-dd7b-4af0-8938-b20ecfd9c103,Foundation Science — Class 6,Chemistry,1,K2,medium,classify-scenario,Fine sand has been stirred into a glass of water. Which method will take the sand out again?,A concrete situation is described and the learner has to name the concept it is an instance of. Classifying an example under a taught idea is K2 Understanding.
b144e52c-0ef5-46ed-a004-f1d6841306ce,Foundation Science — Class 6,Chemistry,2,K2,medium,explain,"In distillation, water is boiled and the steam is then cooled back into a liquid in another vessel. Why does this give …","A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
4df08089-f743-4983-8d23-8cecd3f9c608,Foundation Science — Class 6,Chemistry,2,K5,medium,evidence-judgement,Which of these is good evidence that air is a mixture and not a compound?,"Asks which observation actually supports a claim. The learner has to weigh candidate evidence, not retrieve a fact (K5 Evaluating)."
160ce218-ed69-4ef5-9e3f-54ea477c7101,Foundation Science — Class 6,Physics,1,K1,medium,recall,What is the SI unit of length?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
7459055a-1237-40f9-97e5-7b4c37ddc098,Foundation Science — Class 6,Physics,2,K1,medium,recall,Which state of matter can be squeezed into a much smaller space most easily?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
516e1b8a-2ab1-4484-929d-23e00723a8e1,Foundation Science — Class 6,Physics,1,K1,medium,recall,What is the SI unit of mass?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
0d69a633-3a30-4f52-b0f1-b94058c63aec,Foundation Science — Class 6,Physics,1,K1,medium,recall,"In science, what do we call matter?","Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
ad76b1aa-615f-4489-8434-939cd52d6502,Foundation Science — Class 6,Physics,1,K1,medium,recall,What is the name for a group of two or more atoms that are joined together?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
6a7328c2-e29f-4918-b045-b61f5709ca5c,Foundation Science — Class 6,Physics,2,K1,medium,recall,"On a hot day, tiny drops of water appear on the outside of a glass holding cold water. Where do these drops come from?","Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
76c53039-3333-49a4-94e6-769e374d87f3,Foundation Science — Class 6,Physics,3,K1,medium,recall,The particles in a solid iron rod are packed closely together. What are those particles doing?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
b25cf73d-6bcb-4d34-a5e6-c661d70cf753,Foundation Science — Class 6,Physics,1,K1,medium,recall,Which device would you use to find out how hot or how cold something is?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
b40e94f4-528d-4b2e-8a42-316c32019b06,Foundation Science — Class 6,Physics,1,K1,medium,recall,"During a 100 metre running race, which device is best for measuring how long each runner takes?","Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
2a0df93e-b66d-4e60-b415-48f46809d8f2,Foundation Science — Class 6,Physics,2,K1,medium,recall,Which one of these is a physical quantity?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
70a5022f-0d36-4701-938b-371c68b87215,Foundation Science — Class 6,Physics,2,K1,medium,recall,You are reading the level of water in a measuring cylinder. Where should your eye be?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
dc91693e-6a19-4bae-8142-cb9d7b552184,Foundation Science — Class 6,Physics,1,K1,medium,recall,What is the SI unit of force?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
09b945cc-85a4-48dd-98e9-4b4d3a1950a1,Foundation Science — Class 6,Physics,1,K1,medium,recall,A magnet held near an iron nail pulls the nail towards it even before the two touch. A force that can act across a gap …,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
51189164-7c60-4e25-b779-2fb0db15f18e,Foundation Science — Class 6,Physics,2,K1,medium,recall,Grooves and patterns are cut into the soles of shoes mainly to,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
fe926902-8aa9-4b73-a125-e05756b531db,Foundation Science — Class 6,Physics,1,K1,medium,recall,"In science, when do we say that work has been done?","Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
046b19b7-27b2-4c4d-a13c-bdfeab502879,Foundation Science — Class 6,Physics,2,K1,medium,recall,"The sharp edge of an axe, the blade of a knife and the point of a nail all act as the same simple machine. Which one?","Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
e2382b60-f68c-42cb-a5e2-eb0d60723346,Foundation Science — Class 6,Physics,2,K1,medium,recall,"In a see-saw the fulcrum lies in the middle, between the effort and the load. In a wheelbarrow, which of the three lies…","Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
b1994d46-a9df-472f-95c9-f31f78cffc41,Foundation Science — Class 6,Physics,2,K1,medium,recall,Which statement best describes a screw?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
212c3e5c-7e22-414a-a49e-3b0fdef14cb3,Foundation Science — Class 6,Physics,1,K1,medium,recall,Which of these is a natural source of light?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
12ef51e2-fa46-477f-b342-240f3092b403,Foundation Science — Class 6,Physics,1,K1,medium,recall,Which of these gives out light of its own?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
31ad5397-ce2b-485f-8a51-574ddc868189,Foundation Science — Class 6,Physics,2,K1,medium,recall,A dark shadow appears on a wall when,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
3d2ed64b-36f8-44db-b7e2-a7dc12c9ae2b,Foundation Science — Class 6,Physics,2,K1,medium,recall,"A toy stands in front of a wall. Without moving the toy or the wall, you bring a small torch closer to the toy. The sha…","Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
0444842c-745a-4110-8d50-4a7bb73c610c,Foundation Science — Class 6,Physics,2,K1,medium,recall,The picture of a bright object formed on the screen of a pinhole camera is,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
7dda5476-62e6-4011-adae-8d2ab82bbbf8,Foundation Science — Class 6,Physics,2,K1,medium,recall,A solar eclipse is seen when,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
64a4e26e-147c-41be-8206-a20607469c38,Foundation Science — Class 6,Physics,1,K1,medium,recall,A bar magnet is rolled in a heap of iron filings. Where do most of the filings cling?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
36887ed9-2953-4ea2-baba-1e76a5e269f3,Foundation Science — Class 6,Physics,1,K1,medium,recall,The north pole of one bar magnet is brought close to the north pole of another bar magnet. What happens?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
99d4f19e-9b68-4f59-b76d-0f4278a18b70,Foundation Science — Class 6,Physics,1,K1,medium,recall,How can a steel needle be turned into a magnet using a bar magnet?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
6c91f4b5-6e2a-4ca0-b153-8b8ce107ceab,Foundation Science — Class 6,Physics,2,K1,medium,recall,How is an electromagnet made?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
5456c53e-7278-47e1-8ce1-1e86edb627f6,Foundation Science — Class 6,Physics,3,K1,medium,recall,A bar magnet is broken into two equal pieces. What is each piece then?,"Retrieves a single taught fact, name, unit, part or definition. Nothing has to be worked out (K1 Remembering)."
f478c1a9-3528-4965-9cf1-52c6de235ca2,Foundation Science — Class 6,Physics,1,K2,medium,classify-scenario,Ice cubes left on a plate slowly turn into water. What is this change of state called?,A concrete situation is described and the learner has to name the concept it is an instance of. Classifying an example under a taught idea is K2 Understanding.
b71d30b6-4b4a-4a05-8f1f-236ada7fb174,Foundation Science — Class 6,Physics,2,K2,medium,explain,"Water poured from a steel tumbler into a wide bowl spreads out, but the amount of water stays the same. What does this …","A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
42b3176d-db3e-445c-8fd8-d1874c1325af,Foundation Science — Class 6,Physics,2,K2,medium,explain,A bottle of perfume is opened in one corner of a room. Soon a person standing in the far corner can smell it. Why does …,"A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
84a644d0-9db8-4f76-a7b4-922a58d6fcba,Foundation Science — Class 6,Physics,3,K2,medium,explain,"A small puddle of water on a stone floor slowly disappears in the sun, even though the water never boiled. What best ex…","A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
1be224ac-5d36-49ef-b973-efaab5919e01,Foundation Science — Class 6,Physics,2,K2,medium,explain,Two learners carefully measure the same table using their own hand-spans. One gets 8 hand-spans and the other gets 10. …,"A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
300f3d6a-71b5-4cb2-bea0-b63b6ebb40eb,Foundation Science — Class 6,Physics,1,K2,medium,classify-scenario,A ball slips out of your hand and falls to the ground. Which force pulls it down?,A concrete situation is described and the learner has to name the concept it is an instance of. Classifying an example under a taught idea is K2 Understanding.
8d6cd37e-495a-4dce-bd59-f3923ed520d5,Foundation Science — Class 6,Physics,1,K2,medium,classify-scenario,A bullock pulls a loaded cart along a road. Which kind of force is the bullock applying?,A concrete situation is described and the learner has to name the concept it is an instance of. Classifying an example under a taught idea is K2 Understanding.
46c2e053-ea60-4543-8344-cf3caa340110,Foundation Science — Class 6,Physics,2,K2,medium,classify-scenario,A plastic comb rubbed on dry hair picks up tiny bits of paper without touching them first. Which force is at work?,A concrete situation is described and the learner has to name the concept it is an instance of. Classifying an example under a taught idea is K2 Understanding.
109f3061-cff5-46f5-8660-276dfa48c51d,Foundation Science — Class 6,Physics,2,K2,medium,classify-scenario,A moving cricket ball is struck by a bat and travels off towards a different part of the ground. Which effect of a forc…,A concrete situation is described and the learner has to name the concept it is an instance of. Classifying an example under a taught idea is K2 Understanding.
d9e3bf7a-32ab-4214-bfde-4ec80dcd134b,Foundation Science — Class 6,Physics,2,K2,medium,explain,A heavy bag is much easier to move when it has wheels than when it is dragged along the floor. Why?,"A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
9935342c-871d-405c-8494-7860e3910ad6,Foundation Science — Class 6,Physics,3,K2,medium,explain,"You push a heavy wooden cupboard gently but it does not move at all, even though you are applying a force. Why does it …","A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
c867e426-1ef5-42d3-bf98-087284e3ef0c,Foundation Science — Class 6,Physics,3,K2,medium,explain,A cyclist stops pedalling on a flat road. The cycle slows down and finally stops. What best explains this?,"A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
9b56ff63-bc6a-4480-a871-1fe83714c97d,Foundation Science — Class 6,Physics,1,K2,medium,classify-scenario,A lever turns about a fixed point that itself does not move. What is this fixed point called?,A concrete situation is described and the learner has to name the concept it is an instance of. Classifying an example under a taught idea is K2 Understanding.
896392a4-3c75-42b3-9426-6801e99f07f0,Foundation Science — Class 6,Physics,1,K2,medium,classify-scenario,A strong plank is laid slanting from the ground up to the back of a lorry so that heavy drums can be rolled up it. The …,A concrete situation is described and the learner has to name the concept it is an instance of. Classifying an example under a taught idea is K2 Understanding.
303ceaca-a1d2-4009-ac48-d382695e4264,Foundation Science — Class 6,Physics,2,K2,medium,classify-scenario,"The large steering wheel of a lorry is fixed to a thin rod at its centre, and turning the wheel turns the rod. Which si…",A concrete situation is described and the learner has to name the concept it is an instance of. Classifying an example under a taught idea is K2 Understanding.
037a03e9-7d9e-4ddf-a76b-1b79763e7fd0,Foundation Science — Class 6,Physics,2,K2,medium,explain,A single fixed pulley over a well does not reduce the force needed to raise a bucket of water. Why is it still worth us…,"A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
a8e54532-01b6-4918-a633-87f9700bb419,Foundation Science — Class 6,Physics,2,K2,medium,explain,Why does a real machine never give out as much useful work as is put into it?,"A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
6e644d4d-ae45-42ca-9893-eae3c9757b1e,Foundation Science — Class 6,Physics,1,K2,medium,classify-scenario,"A frosted glass window lets light into a room, but you cannot see clearly through it. Such a material is said to be",A concrete situation is described and the learner has to name the concept it is an instance of. Classifying an example under a taught idea is K2 Understanding.
9c1b42ae-100a-4544-96d2-b7b9109f372a,Foundation Science — Class 6,Physics,1,K2,medium,explain,"In a dusty room, the light from a torch can be seen as a straight path across the room. What does this show about light?","A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
76055f15-225e-4338-b2d3-2f67e09ca201,Foundation Science — Class 6,Physics,2,K2,medium,explain,During a lunar eclipse the full Moon slowly turns dark. Why does this happen?,"A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
5e578c01-6c90-4dc1-ad5e-e23ac65b2dca,Foundation Science — Class 6,Physics,3,K2,medium,explain,Why does a clear daytime sky look blue?,"A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
1b0e39a5-6b6e-4b64-8492-788250f58c06,Foundation Science — Class 6,Physics,1,K2,medium,explain,Iron nails and plastic buttons get mixed together in a shop. A magnet is passed over the mixture and the nails jump up …,"A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
